id:ID	:LABEL	label	description
EC:1.1.1.2	EnzymeClass	1.1.1.2	alcohol dehydrogenase (NADP+)
EC:1.1.1.6	EnzymeClass	1.1.1.6	glycerol dehydrogenase
EC:1.1.1.17	EnzymeClass	1.1.1.17	mannitol-1-phosphate 5-dehydrogenase
EC:1.1.1.37	EnzymeClass	1.1.1.37	malate dehydrogenase
EC:1.1.1.60	EnzymeClass	1.1.1.60	2-hydroxy-3-oxopropionate reductase
EC:1.1.1.66	EnzymeClass	1.1.1.66	omega-hydroxydecanoate dehydrogenase
EC:1.1.1.115	EnzymeClass	1.1.1.115	ribose 1-dehydrogenase (NADP+)
EC:1.1.1.121	EnzymeClass	1.1.1.121	aldose 1-dehydrogenase (NAD+)
EC:1.1.1.128	EnzymeClass	1.1.1.128	L-idonate 2-dehydrogenase
EC:1.1.1.143	EnzymeClass	1.1.1.143	sequoyitol dehydrogenase
EC:1.1.1.174	EnzymeClass	1.1.1.174	cyclohexane-1,2-diol dehydrogenase
EC:1.1.1.188	EnzymeClass	1.1.1.188	prostaglandin-F synthase
EC:1.1.1.198	EnzymeClass	1.1.1.198	(+)-borneol dehydrogenase
EC:1.1.1.210	EnzymeClass	1.1.1.210	3beta(or 20alpha)-hydroxysteroid dehydrogenase
EC:1.1.1.213	EnzymeClass	1.1.1.213	3alpha-hydroxysteroid 3-dehydrogenase (Re-specific)
EC:1.1.1.270	EnzymeClass	1.1.1.270	3beta-hydroxysteroid 3-dehydrogenase
EC:1.1.1.278	EnzymeClass	1.1.1.278	3beta-hydroxy-5alpha-steroid dehydrogenase
EC:1.1.1.328	EnzymeClass	1.1.1.328	nicotine blue oxidoreductase
EC:1.1.1.347	EnzymeClass	1.1.1.347	geraniol dehydrogenase (NAD+)
EC:1.1.1.359	EnzymeClass	1.1.1.359	aldose 1-dehydrogenase [NAD(P)+]
EC:1.1.98.4	EnzymeClass	1.1.98.4	F420H2:quinone oxidoreductase
EC:1.2.1.44	EnzymeClass	1.2.1.44	cinnamoyl-CoA reductase
EC:1.2.1.45	EnzymeClass	1.2.1.45	4-carboxy-2-hydroxymuconate-6-semialdehyde dehydrogenase
EC:1.2.1.46	EnzymeClass	1.2.1.46	formaldehyde dehydrogenase
EC:1.2.1.61	EnzymeClass	1.2.1.61	4-hydroxymuconic-semialdehyde dehydrogenase
EC:1.2.1.89	EnzymeClass	1.2.1.89	D-glyceraldehyde dehydrogenase (NADP+)
EC:1.2.1.96	EnzymeClass	1.2.1.96	4-hydroxybenzaldehyde dehydrogenase (NADP+)
EC:1.2.4.4	EnzymeClass	1.2.4.4	3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring)
EC:1.2.99.9	EnzymeClass	1.2.99.9	formate dehydrogenase (coenzyme F420)
EC:1.3.1.64	EnzymeClass	1.3.1.64	phthalate 4,5-cis-dihydrodiol dehydrogenase
EC:1.3.1.87	EnzymeClass	1.3.1.87	3-(cis-5,6-dihydroxycyclohexa-1,3-dien-1-yl)propanoate dehydrogenase
EC:1.3.1.104	EnzymeClass	1.3.1.104	enoyl-[acyl-carrier-protein] reductase (NADPH)
EC:1.3.1.110	EnzymeClass	1.3.1.110	lactate dehydrogenase (NAD+,ferredoxin)
EC:1.3.3.5	EnzymeClass	1.3.3.5	bilirubin oxidase
EC:1.3.99.39	EnzymeClass	1.3.99.39	carotenoid phi-ring synthase
EC:1.3.98.2	EnzymeClass	1.3.98.2	fumarate reductase (CoM/CoB)
EC:1.4.3.8	EnzymeClass	1.4.3.8	ethanolamine oxidase
EC:1.4.3.25	EnzymeClass	1.4.3.25	L-arginine oxidase
EC:1.5.1.23	EnzymeClass	1.5.1.23	tauropine dehydrogenase
EC:1.5.3.21	EnzymeClass	1.5.3.21	4-methylaminobutanoate oxidase (methylamine-forming)
EC:1.6.-.-	EnzymeClass	1.6.-.-	Acting on NADH or NADPH
EC:1.7.1.2	EnzymeClass	1.7.1.2	nitrate reductase [NAD(P)H]
EC:1.7.1.9	EnzymeClass	1.7.1.9	nitroquinoline-N-oxide reductase
EC:1.7.3.2	EnzymeClass	1.7.3.2	acetylindoxyl oxidase
EC:1.8.-.-	EnzymeClass	1.8.-.-	Acting on a sulfur group of donors
EC:1.8.1.8	EnzymeClass	1.8.1.8	protein-disulfide reductase
EC:1.8.2.3	EnzymeClass	1.8.2.3	sulfide-cytochrome-c reductase (flavocytochrome c)
EC:1.8.5.8	EnzymeClass	1.8.5.8	eukaryotic sulfide quinone oxidoreductase
EC:1.8.99.1	EnzymeClass	1.8.99.1	assimilatory sulfite reductase
EC:1.8.99.2	EnzymeClass	1.8.99.2	adenylyl-sulfate reductase
EC:1.10.9.-	EnzymeClass	1.10.9.-	With a copper protein as acceptor
EC:1.11.1.14	EnzymeClass	1.11.1.14	lignin peroxidase
EC:1.11.1.19	EnzymeClass	1.11.1.19	dye decolorizing peroxidase
EC:1.13.11.15	EnzymeClass	1.13.11.15	3,4-dihydroxyphenylacetate 2,3-dioxygenase
EC:1.13.11.25	EnzymeClass	1.13.11.25	3,4-dihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione 4,5-dioxygenase
EC:1.13.11.41	EnzymeClass	1.13.11.41	2,4'-dihydroxyacetophenone dioxygenase
EC:1.13.11.50	EnzymeClass	1.13.11.50	acetylacetone-cleaving enzyme
EC:1.13.11.60	EnzymeClass	1.13.11.60	linoleate 8R-lipoxygenase
EC:1.13.12.8	EnzymeClass	1.13.12.8	Watasenia-luciferin 2-monooxygenase
EC:1.13.12.13	EnzymeClass	1.13.12.13	Oplophorus-luciferin 2-monooxygenase
EC:1.13.12.20	EnzymeClass	1.13.12.20	noranthrone monooxygenase
EC:1.14.-.-	EnzymeClass	1.14.-.-	Acting on paired donors, with incorporation or reduction of molecular oxygen
EC:1.14.11.26	EnzymeClass	1.14.11.26	deacetoxycephalosporin-C hydroxylase
EC:1.14.11.35	EnzymeClass	1.14.11.35	1-deoxypentalenic acid 11beta-hydroxylase
EC:1.14.12.1	EnzymeClass	1.14.12.1	anthranilate 1,2-dioxygenase (deaminating, decarboxylating)
EC:1.14.13.33	EnzymeClass	1.14.13.33	4-hydroxybenzoate 3-monooxygenase [NAD(P)H]
EC:1.14.13.66	EnzymeClass	1.14.13.66	2-hydroxycyclohexanone 2-monooxygenase
EC:1.14.13.139	EnzymeClass	1.14.13.139	3-hydroxyindolin-2-one monooxygenase
EC:1.14.13.229	EnzymeClass	1.14.13.229	tert-butyl alcohol monooxygenase
EC:1.14.14.22	EnzymeClass	1.14.14.22	dibenzothiophene sulfone monooxygenase
EC:1.14.14.28	EnzymeClass	1.14.14.28	long-chain alkane monooxygenase
EC:1.14.14.95	EnzymeClass	1.14.14.95	germacrene A hydroxylase
EC:1.14.14.121	EnzymeClass	1.14.14.121	protopanaxadiol 6-hydroxylase
EC:1.14.15.3	EnzymeClass	1.14.15.3	alkane 1-monooxygenase
EC:1.14.16.3	EnzymeClass	1.14.16.3	anthranilate 3-monooxygenase
EC:1.14.17.4	EnzymeClass	1.14.17.4	aminocyclopropanecarboxylate oxidase
EC:1.14.18.6	EnzymeClass	1.14.18.6	4-hydroxysphinganine ceramide fatty acyl 2-hydroxylase
EC:1.14.19.-	EnzymeClass	1.14.19.-	With oxidation of a pair of donors resulting in the reduction of O<small><sub>2</sub></small> to two molecules of water
EC:1.14.19.2	EnzymeClass	1.14.19.2	stearoyl-[acyl-carrier-protein] 9-desaturase
EC:1.14.19.11	EnzymeClass	1.14.19.11	acyl-[acyl-carrier-protein] 4-desaturase
EC:1.14.19.15	EnzymeClass	1.14.19.15	(11Z)-hexadec-11-enoyl-CoA conjugase
EC:1.14.19.57	EnzymeClass	1.14.19.57	1H-pyrrole-2-carbonyl-[peptidyl-carrier protein] brominase
EC:1.14.20.9	EnzymeClass	1.14.20.9	L-tyrosine isonitrile desaturase
EC:1.14.21.8	EnzymeClass	1.14.21.8	pseudobaptigenin synthase
EC:1.14.99.61	EnzymeClass	1.14.99.61	cyclooctat-9-en-7-ol 5-monooxygenase
EC:1.17.1.7	EnzymeClass	1.17.1.7	3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase
EC:1.17.1.9	EnzymeClass	1.17.1.9	formate dehydrogenase
EC:1.17.99.5	EnzymeClass	1.17.99.5	bile-acid 7alpha-dehydroxylase
EC:1.20.9.-	EnzymeClass	1.20.9.-	With a copper protein as acceptor
EC:1.21.-.-	EnzymeClass	1.21.-.-	Catalysing the reaction X-H + Y-H = X-Y
EC:1.21.3.-	EnzymeClass	1.21.3.-	With oxygen as acceptor
EC:1.23.-.-	EnzymeClass	1.23.-.-	Reducing C-O-C group as acceptor
EC:2.6.1.16	EnzymeClass	2.6.1.16	glutamine---fructose-6-phosphate transaminase (isomerizing)
EC:2.6.1.24	EnzymeClass	2.6.1.24	diiodotyrosine transaminase
EC:2.6.1.38	EnzymeClass	2.6.1.38	histidine transaminase
EC:2.6.1.59	EnzymeClass	2.6.1.59	dTDP-4-amino-4,6-dideoxygalactose transaminase
EC:2.6.1.85	EnzymeClass	2.6.1.85	aminodeoxychorismate synthase
EC:2.1.1.62	EnzymeClass	2.1.1.62	mRNA (2'-O-methyladenosine-N6-)-methyltransferase
EC:2.1.1.104	EnzymeClass	2.1.1.104	caffeoyl-CoA O-methyltransferase
EC:2.1.1.139	EnzymeClass	2.1.1.139	3'-demethylstaurosporine O-methyltransferase
EC:2.1.1.144	EnzymeClass	2.1.1.144	trans-aconitate 2-methyltransferase
EC:2.1.1.237	EnzymeClass	2.1.1.237	mycinamicin III 3''-O-methyltransferase
EC:2.1.1.319	EnzymeClass	2.1.1.319	type I protein arginine methyltransferase
EC:2.1.1.329	EnzymeClass	2.1.1.329	demethylphylloquinol methyltransferase
EC:2.1.1.334	EnzymeClass	2.1.1.334	methanethiol S-methyltransferase
EC:2.1.1.344	EnzymeClass	2.1.1.344	ornithine lipid N-methyltransferase
EC:2.1.2.7	EnzymeClass	2.1.2.7	D-alanine 2-hydroxymethyltransferase
EC:2.1.3.15	EnzymeClass	2.1.3.15	acetyl-CoA carboxytransferase
EC:2.1.4.-	EnzymeClass	2.1.4.-	Amidinotransferases
EC:2.3.1.52	EnzymeClass	2.3.1.52	2-acylglycerol-3-phosphate O-acyltransferase
EC:2.3.1.85	EnzymeClass	2.3.1.85	fatty-acid synthase
EC:2.3.1.102	EnzymeClass	2.3.1.102	N6-hydroxylysine N-acetyltransferase
EC:2.3.1.127	EnzymeClass	2.3.1.127	ornithine N-benzoyltransferase
EC:2.3.1.171	EnzymeClass	2.3.1.171	anthocyanin 6''-O-malonyltransferase
EC:2.3.1.179	EnzymeClass	2.3.1.179	beta-ketoacyl-[acyl-carrier-protein] synthase II
EC:2.3.1.189	EnzymeClass	2.3.1.189	mycothiol synthase
EC:2.3.1.209	EnzymeClass	2.3.1.209	dTDP-4-amino-4,6-dideoxy-D-glucose acyltransferase
EC:2.3.1.234	EnzymeClass	2.3.1.234	N6-L-threonylcarbamoyladenine synthase
EC:2.3.1.265	EnzymeClass	2.3.1.265	phosphatidylinositol dimannoside acyltransferase
EC:2.3.2.21	EnzymeClass	2.3.2.21	cyclo(L-tyrosyl-L-tyrosyl) synthase
EC:2.3.3.4	EnzymeClass	2.3.3.4	decylhomocitrate synthase
EC:2.3.3.5	EnzymeClass	2.3.3.5	2-methylcitrate synthase
EC:2.4.1.8	EnzymeClass	2.4.1.8	maltose phosphorylase
EC:2.4.1.52	EnzymeClass	2.4.1.52	poly(glycerol-phosphate) alpha-glucosyltransferase
EC:2.4.1.74	EnzymeClass	2.4.1.74	glycosaminoglycan galactosyltransferase
EC:2.4.1.179	EnzymeClass	2.4.1.179	lactosylceramide beta-1,3-galactosyltransferase
EC:2.4.1.182	EnzymeClass	2.4.1.182	lipid-A-disaccharide synthase
EC:2.4.1.225	EnzymeClass	2.4.1.225	N-acetylglucosaminyl-proteoglycan 4-beta-glucuronosyltransferase
EC:2.4.1.267	EnzymeClass	2.4.1.267	dolichyl-P-Glc:Man9GlcNAc2-PP-dolichol alpha-1,3-glucosyltransferase
EC:2.4.1.270	EnzymeClass	2.4.1.270	mannosylglucosyl-3-phosphoglycerate synthase
EC:2.4.1.278	EnzymeClass	2.4.1.278	3-alpha-mycarosylerythronolide B desosaminyl transferase
EC:2.4.1.308	EnzymeClass	2.4.1.308	GDP-Fuc:beta-D-Gal-1,3-alpha-D-GalNAc-1,3-alpha-GalNAc-diphosphoundecaprenol alpha-1,2-fucosyltransferase
EC:2.4.2.17	EnzymeClass	2.4.2.17	ATP phosphoribosyltransferase
EC:2.4.2.45	EnzymeClass	2.4.2.45	decaprenyl-phosphate phosphoribosyltransferase
EC:2.4.2.53	EnzymeClass	2.4.2.53	undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
EC:2.4.2.60	EnzymeClass	2.4.2.60	cysteine-dependent adenosine diphosphate thiazole synthase
EC:2.5.1.-	EnzymeClass	2.5.1.-	Transferring alkyl or aryl groups, other than methyl groups (only sub-subclass identified to date)
EC:2.5.1.29	EnzymeClass	2.5.1.29	geranylgeranyl diphosphate synthase
EC:2.5.1.54	EnzymeClass	2.5.1.54	3-deoxy-7-phosphoheptulonate synthase
EC:2.5.1.60	EnzymeClass	2.5.1.60	protein geranylgeranyltransferase type II
EC:2.5.1.67	EnzymeClass	2.5.1.67	chrysanthemyl diphosphate synthase
EC:2.5.1.81	EnzymeClass	2.5.1.81	geranylfarnesyl diphosphate synthase
EC:2.7.1.66	EnzymeClass	2.7.1.66	undecaprenol kinase
EC:2.7.1.84	EnzymeClass	2.7.1.84	alkylglycerone kinase
EC:2.7.1.120	EnzymeClass	2.7.1.120	caldesmon kinase
EC:2.7.1.121	EnzymeClass	2.7.1.121	phosphoenolpyruvate---glycerone phosphotransferase
EC:2.7.1.158	EnzymeClass	2.7.1.158	inositol-pentakisphosphate 2-kinase
EC:2.7.1.168	EnzymeClass	2.7.1.168	D-glycero-alpha-D-manno-heptose-7-phosphate kinase
EC:2.7.1.188	EnzymeClass	2.7.1.188	2-epi-5-epi-valiolone 7-kinase
EC:2.7.1.212	EnzymeClass	2.7.1.212	alpha-D-ribose-1-phosphate 5-kinase (ADP)
EC:2.7.1.221	EnzymeClass	2.7.1.221	N-acetylmuramate 1-kinase
EC:2.7.2.7	EnzymeClass	2.7.2.7	butyrate kinase
EC:2.7.3.4	EnzymeClass	2.7.3.4	taurocyamine kinase
EC:2.7.3.9	EnzymeClass	2.7.3.9	phosphoenolpyruvate---protein phosphotransferase
EC:2.7.4.25	EnzymeClass	2.7.4.25	(d)CMP kinase
EC:2.7.7.42	EnzymeClass	2.7.7.42	[glutamine synthetase] adenylyltransferase
EC:2.7.7.50	EnzymeClass	2.7.7.50	mRNA guanylyltransferase
EC:2.7.8.21	EnzymeClass	2.7.8.21	membrane-oligosaccharide glycerophosphotransferase
EC:2.7.8.36	EnzymeClass	2.7.8.36	undecaprenyl phosphate N,N'-diacetylbacillosamine 1-phosphate transferase
EC:2.7.8.39	EnzymeClass	2.7.8.39	archaetidylinositol phosphate synthase
EC:2.7.8.42	EnzymeClass	2.7.8.42	Kdo2-lipid A phosphoethanolamine 7''-transferase
EC:2.7.11.25	EnzymeClass	2.7.11.25	mitogen-activated protein kinase kinase kinase
EC:2.7.11.28	EnzymeClass	2.7.11.28	tropomyosin kinase
EC:2.8.2.10	EnzymeClass	2.8.2.10	Renilla-luciferin sulfotransferase
EC:2.8.3.18	EnzymeClass	2.8.3.18	succinyl-CoA:acetate CoA-transferase
EC:2.8.5.-	EnzymeClass	2.8.5.-	Thiosulfotransferases
EC:3.1.1.10	EnzymeClass	3.1.1.10	tropinesterase
EC:3.1.1.20	EnzymeClass	3.1.1.20	tannase
EC:3.1.1.40	EnzymeClass	3.1.1.40	orsellinate-depside hydrolase
EC:3.1.2.11	EnzymeClass	3.1.2.11	acetoacetyl-CoA hydrolase
EC:3.1.3.9	EnzymeClass	3.1.3.9	glucose-6-phosphatase
EC:3.1.3.17	EnzymeClass	3.1.3.17	[phosphorylase] phosphatase
EC:3.1.3.34	EnzymeClass	3.1.3.34	deoxynucleotide 3'-phosphatase
EC:3.1.3.104	EnzymeClass	3.1.3.104	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase
EC:3.1.4.12	EnzymeClass	3.1.4.12	sphingomyelin phosphodiesterase
EC:3.1.26.-	EnzymeClass	3.1.26.-	Endoribonucleases producing 5'-phosphomonoesters
EC:3.2.1.6	EnzymeClass	3.2.1.6	endo-1,3(4)-beta-glucanase
EC:3.2.1.57	EnzymeClass	3.2.1.57	isopullulanase
EC:3.2.1.60	EnzymeClass	3.2.1.60	glucan 1,4-alpha-maltotetraohydrolase
EC:3.2.1.73	EnzymeClass	3.2.1.73	licheninase
EC:3.2.1.98	EnzymeClass	3.2.1.98	glucan 1,4-alpha-maltohexaosidase
EC:3.2.1.108	EnzymeClass	3.2.1.108	lactase
EC:3.2.1.165	EnzymeClass	3.2.1.165	exo-1,4-beta-D-glucosaminidase
EC:3.2.1.166	EnzymeClass	3.2.1.166	heparanase
EC:3.2.1.170	EnzymeClass	3.2.1.170	mannosylglycerate hydrolase
EC:3.2.1.175	EnzymeClass	3.2.1.175	beta-D-glucopyranosyl abscisate beta-glucosidase
EC:3.2.1.180	EnzymeClass	3.2.1.180	unsaturated chondroitin disaccharide hydrolase
EC:3.2.1.188	EnzymeClass	3.2.1.188	avenacosidase
EC:3.2.1.192	EnzymeClass	3.2.1.192	ginsenoside Rb1 beta-glucosidase
EC:3.3.2.-	EnzymeClass	3.3.2.-	Ether hydrolases
EC:3.3.2.5	EnzymeClass	3.3.2.5	alkenylglycerophosphoethanolamine hydrolase
EC:3.3.2.7	EnzymeClass	3.3.2.7	hepoxilin-epoxide hydrolase
EC:3.3.2.15	EnzymeClass	3.3.2.15	trans-2,3-dihydro-3-hydroxyanthranilic acid synthase
EC:3.4.11.17	EnzymeClass	3.4.11.17	tryptophanyl aminopeptidase
EC:3.4.14.2	EnzymeClass	3.4.14.2	dipeptidyl-peptidase II
EC:3.4.17.17	EnzymeClass	3.4.17.17	tubulinyl-Tyr carboxypeptidase
EC:3.4.21.26	EnzymeClass	3.4.21.26	prolyl oligopeptidase
EC:3.4.21.53	EnzymeClass	3.4.21.53	endopeptidase La
EC:3.4.21.54	EnzymeClass	3.4.21.54	gamma-renin
EC:3.4.21.69	EnzymeClass	3.4.21.69	protein C (activated)
EC:3.4.21.81	EnzymeClass	3.4.21.81	streptogrisin B
EC:3.4.21.107	EnzymeClass	3.4.21.107	peptidase Do
EC:3.4.22.42	EnzymeClass	3.4.22.42	cathepsin O
EC:3.4.22.47	EnzymeClass	3.4.22.47	gingipain K
EC:3.4.22.52	EnzymeClass	3.4.22.52	calpain-1
EC:3.4.23.31	EnzymeClass	3.4.23.31	scytalidopepsin A
EC:3.4.24.12	EnzymeClass	3.4.24.12	envelysin
EC:3.4.24.27	EnzymeClass	3.4.24.27	thermolysin
EC:3.4.24.31	EnzymeClass	3.4.24.31	mycolysin
EC:3.4.24.68	EnzymeClass	3.4.24.68	tentoxilysin
EC:3.4.24.70	EnzymeClass	3.4.24.70	oligopeptidase A
EC:3.4.24.84	EnzymeClass	3.4.24.84	Ste24 endopeptidase
EC:3.5.1.48	EnzymeClass	3.5.1.48	acetylspermidine deacetylase
EC:3.5.1.128	EnzymeClass	3.5.1.128	deaminated glutathione amidase
EC:3.5.3.11	EnzymeClass	3.5.3.11	agmatinase
EC:3.5.3.13	EnzymeClass	3.5.3.13	formimidoylglutamate deiminase
EC:3.5.4.5	EnzymeClass	3.5.4.5	cytidine deaminase
EC:3.5.4.26	EnzymeClass	3.5.4.26	diaminohydroxyphosphoribosylaminopyrimidine deaminase
EC:3.5.4.45	EnzymeClass	3.5.4.45	melamine deaminase
EC:3.5.5.2	EnzymeClass	3.5.5.2	ricinine nitrilase
EC:3.6.1.28	EnzymeClass	3.6.1.28	thiamine-triphosphatase
EC:3.6.1.54	EnzymeClass	3.6.1.54	UDP-2,3-diacylglucosamine diphosphatase
EC:3.6.4.12	EnzymeClass	3.6.4.12	DNA helicase
EC:3.11.-.-	EnzymeClass	3.11.-.-	Acting on carbon-phosphorus bonds
EC:4.-.-.-	EnzymeClass	4.-.-.-	Lyases
EC:4.1.1.50	EnzymeClass	4.1.1.50	adenosylmethionine decarboxylase
EC:4.1.1.56	EnzymeClass	4.1.1.56	3-oxolaurate decarboxylase
EC:4.1.1.60	EnzymeClass	4.1.1.60	stipitatonate decarboxylase
EC:4.1.1.78	EnzymeClass	4.1.1.78	acetylenedicarboxylate decarboxylase
EC:4.1.1.88	EnzymeClass	4.1.1.88	biotin-independent malonate decarboxylase
EC:4.1.1.112	EnzymeClass	4.1.1.112	oxaloacetate decarboxylase
EC:4.1.2.45	EnzymeClass	4.1.2.45	trans-o-hydroxybenzylidenepyruvate hydratase-aldolase
EC:4.1.2.59	EnzymeClass	4.1.2.59	dihydroneopterin phosphate aldolase
EC:4.1.3.6	EnzymeClass	4.1.3.6	citrate (pro-3S)-lyase
EC:4.1.3.43	EnzymeClass	4.1.3.43	4-hydroxy-2-oxohexanoate aldolase
EC:4.1.99.-	EnzymeClass	4.1.99.-	Other carbon-carbon lyases
EC:4.1.99.17	EnzymeClass	4.1.99.17	phosphomethylpyrimidine synthase
EC:4.2.-.-	EnzymeClass	4.2.-.-	Carbon-oxygen lyases
EC:4.2.1.36	EnzymeClass	4.2.1.36	homoaconitate hydratase
EC:4.2.1.46	EnzymeClass	4.2.1.46	dTDP-glucose 4,6-dehydratase
EC:4.2.1.109	EnzymeClass	4.2.1.109	methylthioribulose 1-phosphate dehydratase
EC:4.2.1.110	EnzymeClass	4.2.1.110	aldos-2-ulose dehydratase
EC:4.2.1.126	EnzymeClass	4.2.1.126	N-acetylmuramic acid 6-phosphate etherase
EC:4.2.1.145	EnzymeClass	4.2.1.145	capreomycidine synthase
EC:4.2.1.159	EnzymeClass	4.2.1.159	dTDP-4-dehydro-6-deoxy-alpha-D-glucopyranose 2,3-dehydratase
EC:4.2.1.169	EnzymeClass	4.2.1.169	3-vinyl bacteriochlorophyllide d 31-hydratase
EC:4.2.2.8	EnzymeClass	4.2.2.8	heparin-sulfate lyase
EC:4.2.3.13	EnzymeClass	4.2.3.13	(+)-delta-cadinene synthase
EC:4.2.3.18	EnzymeClass	4.2.3.18	abieta-7,13-diene synthase
EC:4.2.3.21	EnzymeClass	4.2.3.21	vetispiradiene synthase
EC:4.2.3.36	EnzymeClass	4.2.3.36	terpentetriene synthase
EC:4.2.3.83	EnzymeClass	4.2.3.83	beta-santalene synthase
EC:4.2.3.103	EnzymeClass	4.2.3.103	ent-isokaurene synthase
EC:4.2.3.125	EnzymeClass	4.2.3.125	alpha-muurolene synthase
EC:4.2.3.177	EnzymeClass	4.2.3.177	beta-thujene synthase
EC:4.2.99.21	EnzymeClass	4.2.99.21	isochorismate lyase
EC:4.3.1.4	EnzymeClass	4.3.1.4	formimidoyltetrahydrofolate cyclodeaminase
EC:4.3.1.31	EnzymeClass	4.3.1.31	L-tryptophan ammonia lyase
EC:4.3.3.1	EnzymeClass	4.3.3.1	3-ketovalidoxylamine C-N-lyase
EC:4.4.1.17	EnzymeClass	4.4.1.17	holocytochrome-c synthase
EC:5.1.1.4	EnzymeClass	5.1.1.4	proline racemase
EC:5.1.2.3	EnzymeClass	5.1.2.3	3-hydroxybutyryl-CoA epimerase
EC:5.1.2.4	EnzymeClass	5.1.2.4	acetoin racemase
EC:5.1.3.6	EnzymeClass	5.1.3.6	UDP-glucuronate 4-epimerase
EC:5.1.3.25	EnzymeClass	5.1.3.25	dTDP-L-rhamnose 4-epimerase
EC:5.1.3.28	EnzymeClass	5.1.3.28	UDP-N-acetyl-L-fucosamine synthase
EC:5.1.3.31	EnzymeClass	5.1.3.31	D-tagatose 3-epimerase
EC:5.2.1.4	EnzymeClass	5.2.1.4	maleylpyruvate isomerase
EC:5.2.1.13	EnzymeClass	5.2.1.13	prolycopene isomerase
EC:5.3.1.14	EnzymeClass	5.3.1.14	L-rhamnose isomerase
EC:5.3.99.3	EnzymeClass	5.3.99.3	prostaglandin-E synthase
EC:5.3.99.10	EnzymeClass	5.3.99.10	thiazole tautomerase
EC:5.4.2.8	EnzymeClass	5.4.2.8	phosphomannomutase
EC:5.4.99.21	EnzymeClass	5.4.99.21	23S rRNA pseudouridine2604 synthase
EC:5.4.99.59	EnzymeClass	5.4.99.59	dTDP-fucopyranose mutase
EC:5.5.1.23	EnzymeClass	5.5.1.23	aklanonic acid methyl ester cyclase
EC:5.6.-.-	EnzymeClass	5.6.-.-	Isomerases altering macromolecular conformation
EC:6.2.1.51	EnzymeClass	6.2.1.51	4-hydroxyphenylalkanoate adenylyltransferase FadD29
EC:6.3.1.13	EnzymeClass	6.3.1.13	L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside ligase
EC:6.3.2.7	EnzymeClass	6.3.2.7	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate---L-lysine ligase
EC:6.3.2.18	EnzymeClass	6.3.2.18	gamma-glutamylhistamine synthase
EC:6.3.3.-	EnzymeClass	6.3.3.-	Cyclo-ligases
EC:6.3.3.4	EnzymeClass	6.3.3.4	(carboxyethyl)arginine beta-lactam-synthase
EC:6.3.4.20	EnzymeClass	6.3.4.20	7-cyano-7-deazaguanine synthase
EC:6.3.5.6	EnzymeClass	6.3.5.6	asparaginyl-tRNA synthase (glutamine-hydrolysing)
EC:6.3.5.8	EnzymeClass	6.3.5.8	aminodeoxychorismate synthase
EC:6.4.1.3	EnzymeClass	6.4.1.3	propionyl-CoA carboxylase
EC:7.1.1.1	EnzymeClass	7.1.1.1	proton-translocating NAD(P)+ transhydrogenase
EC:7.-.-.-	EnzymeClass	7.-.-.-	Translocases
EC:7.3.-.-	EnzymeClass	7.3.-.-	Catalysing the translocation of inorganic anions and their chelates
EC:1.1.1.23	EnzymeClass	1.1.1.23	histidinol dehydrogenase
EC:1.1.1.41	EnzymeClass	1.1.1.41	isocitrate dehydrogenase (NAD+)
EC:1.1.1.67	EnzymeClass	1.1.1.67	mannitol 2-dehydrogenase
EC:1.1.1.99	EnzymeClass	1.1.1.99	(S)-2-hydroxy-fatty-acid dehydrogenase
EC:1.1.1.117	EnzymeClass	1.1.1.117	D-arabinose 1-dehydrogenase [NAD(P)+]
EC:1.1.1.132	EnzymeClass	1.1.1.132	GDP-mannose 6-dehydrogenase
EC:1.1.1.170	EnzymeClass	1.1.1.170	3beta-hydroxysteroid-4alpha-carboxylate 3-dehydrogenase (decarboxylating)
EC:1.1.1.238	EnzymeClass	1.1.1.238	12beta-hydroxysteroid dehydrogenase
EC:1.1.1.240	EnzymeClass	1.1.1.240	N-acetylhexosamine 1-dehydrogenase
EC:1.1.1.281	EnzymeClass	1.1.1.281	GDP-4-dehydro-6-deoxy-D-mannose reductase
EC:1.1.1.313	EnzymeClass	1.1.1.313	sulfoacetaldehyde reductase
EC:1.1.1.319	EnzymeClass	1.1.1.319	isoeugenol synthase
EC:1.1.1.329	EnzymeClass	1.1.1.329	2-deoxy-scyllo-inosamine dehydrogenase
EC:1.1.1.411	EnzymeClass	1.1.1.411	L-threonate 2-dehydrogenase
EC:1.1.98.5	EnzymeClass	1.1.98.5	secondary-alcohol dehydrogenase (coenzyme-F420)
EC:1.2.1.-	EnzymeClass	1.2.1.-	With NAD<small><sup>+</sup></small> or NADP<small><sup>+</sup></small> as acceptor
EC:1.2.1.12	EnzymeClass	1.2.1.12	glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)
EC:1.3.1.47	EnzymeClass	1.3.1.47	alpha-santonin 1,2-reductase
